d1,48,2f,0,d8,48,3f,1,8,49,0a,0,0a,49,e9,4,bf,49,0a,0,70,17,0,0,e0,1,0,0,dc,0f,0,0,26,0,1a,28,12,0f,0,0,0,0,19,0,0,6,0,19,19,ff,19,0,19,0,0,0,0,0,0,5f,5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,40,71,40,72,60,4f,40,50,30,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40,59,0,59,10,14,2,49,0,59,10,0,0,0,0,4c,4,14,5,9e,7,0,0,ff,0,ff,3c,47,20,47,20,0,0,0,0,1,2,0,0,47,20,47,20,0,0,0,0,2,4,0,0,3c,20,3c,20,1,1,61,20,2,0c,1,3,10,0d,0,0,2f,80,2f,80,2f,80,2f,80,68,80,68,80,63,80,0,0,31,80,31,80,31,80,70,80,70,80,6c,80,6c,80,0,0,2f,80,2f,80,2f,80,2f,80,68,80,68,80,67,80,0,0,31,80,31,80,31,80,70,80,70,80,6c,80,6c,80,0b,80,2f,80,2f,80,2f,80,2f,80,68,80,68,80,63,80,0,0,31,80,31,80,31,80,70,80,70,80,6c,80,6c,80,0b,80,2f,80,2f,80,2f,80,2f,80,68,80,68,80,63,80,0,0,31,80,31,80,31,80,70,80,70,80,6c,80,6c,80,0,0,2f,80,2f,80,2f,80,2f,80,68,80,68,80,63,80,0,0,31,80,31,80,31,80,70,80,70,80,6c,80,6c,80,0,0,2f,80,2f,80,2f,80,2f,80,68,80,68,80,67,80,0,0,31,80,31,80,31,80,70,80,70,80,6c,80,6c,80,0,0,2f,80,2f,80,2f,80,2f,80,68,80,68,80,63,80,0,0,31,80,31,80,31,80,70,80,70,80,6c,80,6c,80,0,0,72,6,0,0,52,7e,74,84,81,7b,0,3a,51,81,70,78,7d,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
c1,49,6b,0,cf,49,9d,1,0f,4a,0a,0,11,4a,54,5,d2,4a,0a,0,c8,32,0,0,1c,2,0,0,f8,34,0,0,2a,0,26,28,17,0f,0,0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,40,71,40,72,60,4f,40,50,30,4a,30,4b,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,40,5a,0,59,10,14,2,4a,0,59,10,0,0,0,0,ee,7,64,19,16,26,0,0,ff,0,ff,3c,51,20,61,20,0,0,0,0,1,1,0,0,51,20,61,20,0,0,0,0,2,2,0,0,32,20,32,20,2,4,63,20,1,0d,1,3,10,0e,0,0,2e,80,2f,80,2f,80,2f,80,2f,80,68,80,63,80,0,0,52,80,52,80,30,80,30,80,31,80,70,80,6c,80,0,0,2e,80,2f,80,2f,80,2f,80,2f,80,68,80,67,80,0,0,52,80,52,80,30,80,30,80,31,80,70,80,6c,80,0b,80,2e,80,2f,80,2f,80,2f,80,2f,80,68,80,63,80,0,0,52,80,52,80,30,80,30,80,31,80,70,80,6c,80,0b,80,2e,80,2f,80,2f,80,2f,80,2f,80,68,80,63,80,0,0,52,80,52,80,30,80,30,80,31,80,70,80,6c,80,0,0,2e,80,2f,80,2f,80,2f,80,2f,80,68,80,63,80,0,0,52,80,52,80,30,80,30,80,31,80,70,80,6c,80,0,0,2e,80,2f,80,2f,80,2f,80,2f,80,68,80,67,80,0,0,52,80,52,80,30,80,30,80,31,80,70,80,6c,80,0,0,2e,80,2f,80,2f,80,2f,80,2f,80,68,80,63,80,0,0,52,80,52,80,30,80,30,80,31,80,70,80,6c,80,0,0,e5,0b,0,0,5c,70,82,83,74,81,3a,52,7e,74,84,81,7b,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
d4,4a,57,0,df,4a,20,1,0a,4b,0a,0,0c,4b,9,4,98,4b,0a,0,0,5,0,0,1,0,0,0,98,5,0,0,19,0,0,0,0a,0f,0,0,0,0,19,0,0,0,4,ff,ff,0,ff,0,0,0,0,0,0,0,0,ff,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5b,0,98,10,14,1,ff,0,5b,10,0,0,0,0,58,2,36,1,d1,1,0,0,ff,0,ff,8,1,20,1,20,0,0,0,0,1,1,0,0,1,20,1,20,0,0,0,0,2,2,0,0,23,20,23,20,2,3,23,20,32,0a,1,3,10,0d,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,5e,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,5e,80,5f,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,5e,80,5f,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,5e,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,5e,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,5e,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,5e,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,84,3,0,0,5c,74,72,77,3a,56,84,70,81,73,0,81,7b,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
9a,4b,68,0,a7,4b,20,1,d2,4b,0a,0,d4,4b,1,3,3b,4c,0a,0,be,0a,0,0,1,0,0,0,1d,10,0,0,1e,0,0,0,0e,0f,0,0,0,0,19,0,0,0,4,ff,ff,0,ff,0,0,0,0,0,0,0,0,ff,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5c,0,98,10,14,1,ff,0,5b,10,0,0,0,0,80,1,e0,1,d0,2,0,0,ff,0,ff,8,1,20,3,20,0,0,0,0,1,1,0,0,1,20,3,20,0,0,0,0,2,2,0,0,23,20,23,20,3,4,6b,20,1,0a,1,3,10,0d,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,40,2,0,0,5c,74,72,77,3a,62,72,7e,84,83,74,81,0,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
3d,4c,68,0,4a,4c,20,1,75,4c,0a,0,77,4c,1,3,de,4c,0a,0,be,0a,0,0,1,0,0,0,1d,10,0,0,1e,0,0,0,0e,0f,0,0,0,0,19,0,0,0,4,ff,ff,0,ff,0,0,0,0,0,0,0,0,ff,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5d,0,98,10,14,1,ff,0,5d,10,0,0,0,0,d7,0,12,2,1b,3,0,0,ff,0,ff,8,1,20,3,20,0,0,0,0,1,1,0,0,1,20,3,20,0,0,0,0,2,2,0,0,23,20,23,20,3,3,6b,20,1,0a,1,3,10,0d,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,61,80,60,80,5f,80,61,80,60,80,5f,80,5e,80,0,0,42,1,0,0,5c,74,72,77,3a,62,72,7e,84,83,74,81,0,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
e0,4c,5f,0,ec,4c,20,1,17,4d,0a,0,19,4d,c9,3,9c,4d,0a,0,74,0e,0,0,1,0,0,0,ae,15,0,0,1f,5,1c,5,13,0f,0,0,0,0,19,0,0,0,4,ff,ff,0,ff,0,0,0,0,0,0,0,0,ff,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5e,0,98,10,14,1,ff,0,5b,10,0,0,0,0,12,2,3e,3,dd,4,0,0,ff,0,ff,8,1,20,3,20,0,0,0,0,1,1,0,0,1,20,3,20,0,0,0,0,2,2,0,0,23,20,24,20,2,2,6b,20,2,0a,1,3,10,0d,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,5e,80,60,80,5e,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,5e,80,60,80,5e,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,5e,80,60,80,5e,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,5e,80,60,80,5e,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,5e,80,60,80,5e,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,5e,80,60,80,5e,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,5e,80,60,80,5e,80,61,80,60,80,5f,80,5e,80,0,0,1b,3,0,0,5c,74,72,77,3a,5b,74,70,73,74,81,0,0,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
9e,4d,51,0,a9,4d,67,1,de,4d,0a,0,e0,4d,a3,5,b1,4e,0a,0,c8,af,0,0,0f,27,0,0,f8,34,0,0,21,0,63,0,12,0f,0,0,1,0,1,0,0,0f,10,ff,ff,ff,ff,32,0,0,0,ff,ff,ff,64,ff,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5f,0,5f,10,14,0a,4b,0,5f,10,0,0,0,0,be,5,f8,2a,74,40,0,0,ff,0,ff,80,47,20,53,20,0,0,0,0,1,1,0,0,47,20,53,20,0,0,0,0,2,2,0,0,31,20,31,20,2,2,53,20,28,0e,1,3,10,0e,0,0,36,80,37,80,37,80,37,80,37,80,37,80,37,80,0,0,1d,80,1d,80,38,80,39,80,39,80,39,80,39,80,0,0,36,80,37,80,37,80,37,80,37,80,37,80,37,80,0,0,1d,80,1d,80,38,80,39,80,39,80,39,80,39,80,0b,80,36,80,37,80,37,80,37,80,37,80,37,80,37,80,0,0,1d,80,1d,80,38,80,39,80,39,80,39,80,39,80,0b,80,36,80,37,80,37,80,37,80,37,80,37,80,37,80,0,0,1d,80,1d,80,38,80,39,80,39,80,39,80,39,80,0,0,36,80,37,80,37,80,37,80,37,80,37,80,37,80,0,0,1d,80,1d,80,38,80,39,80,39,80,39,80,39,80,0,0,36,80,37,80,37,80,37,80,37,80,37,80,37,80,0,0,1d,80,1d,80,38,80,39,80,39,80,39,80,39,80,0,0,36,80,37,80,37,80,37,80,37,80,37,80,37,80,0,0,1d,80,1d,80,38,80,39,80,39,80,39,80,39,80,0,0,9d,8,0,0,53,74,7c,7e,7d,7e,7b,78,83,77,0,0,0,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
b3,4e,60,0,bf,4e,20,1,ea,4e,0a,0,ec,4e,50,4,82,4f,0a,0,f0,0a,0,0,1,0,0,0,98,5,0,0,1f,0a,0,0a,6,0f,0,0,0,0,19,0,0,0,4,ff,ff,0,ff,0,0,0,0,0,0,0,0,ff,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,60,10,14,1,ff,0,60,10,0,0,0,0,20,3,1c,2,2a,3,0,0,ff,0,ff,3c,1,20,1,20,0,0,0,0,2,2,0,0,1,20,1,20,0,0,0,0,4,4,0,0,14,20,14,20,1,2,14,20,28,0c,1,3,10,0d,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,b0,4,0,0,5c,74,72,77,3a,56,84,7d,7d,74,81,0,0,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
84,4f,5f,0,90,4f,20,1,bb,4f,0a,0,bd,4f,1,3,24,50,0a,0,7c,15,0,0,1,0,0,0,dc,0f,0,0,24,0a,0,0a,8,0f,0,0,0,0,19,0,0,0,4,ff,ff,0,ff,0,0,0,0,0,0,0,0,ff,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,0,60,10,14,1,ff,0,60,10,0,0,0,0,a1,2,34,3,ce,4,0,0,ff,0,ff,3c,6,20,7,20,0,0,0,0,1,1,0,0,6,20,7,20,0,0,0,0,2,2,0,0,14,20,14,20,1,2,14,20,3c,0d,1,3,10,0d,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,f1,3,0,0,5c,74,72,77,3a,57,84,7d,83,74,81,0,0,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
26,50,72,0,34,50,20,1,5f,50,0a,0,61,50,a3,3,da,50,0a,0,fc,21,0,0,1,0,0,0,8,15,0,0,28,0f,0,0a,7,0f,0,0,0,0,19,0,0,0,4,ff,ff,0,ff,0,0,0,0,0,0,0,0,ff,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,62,0,60,10,14,1,ff,0,60,10,0,0,0,0,70,3,b6,3,91,5,0,0,ff,0,ff,3c,6,20,7,20,0,0,0,0,1,1,0,0,6,20,7,20,0,0,0,0,2,2,0,0,14,20,14,20,2,3,14,20,63,0e,1,3,10,0d,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0b,80,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,26,80,26,80,22,80,22,80,2a,80,2a,80,1e,80,0,0,59,80,5a,80,5d,80,61,80,60,80,5f,80,5e,80,0,0,28,5,0,0,5c,74,72,77,3a,53,74,75,74,7d,73,74,81,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
dc,50,6b,0,ea,50,aa,0,2,51,0a,0,4,51,92,0,18,51,0a,0,70,11,1,0,1,0,0,0,f8,34,0,0,32,3c,2d,3c,1c,0f,0,0,1e,3,1,0,0,0,0,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,0,ff,5f,5f,0,0,0,0,0,0,0,0,0,ff,0,0,0,0,0,0,1,3,22,40,23,40,7f,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,63,0,63,10,14,63,ff,0,63,10,0,0,0,0,20,4e,40,9c,50,c3,0,0,ff,0,ff,ff,53,20,53,20,0,0,0,0,3,3,0,0,53,20,53,20,0,0,0,0,6,6,0,0,6b,20,6b,20,0a,14,69,20,63,0c,1,3,10,0d,0,0,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0,0,18,80,18,80,18,80,18,80,18,80,18,80,18,80,0,0,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0,0,18,80,18,80,18,80,18,80,18,80,18,80,18,80,0,0,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0,0,18,80,18,80,18,80,18,80,18,80,18,80,18,80,0,0,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0,0,18,80,18,80,18,80,18,80,18,80,18,80,18,80,0,0,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0,0,18,80,18,80,18,80,18,80,18,80,18,80,18,80,0,0,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0,0,18,80,18,80,18,80,18,80,18,80,18,80,18,80,0,0,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0e,80,0,0,18,80,18,80,18,80,18,80,18,80,18,80,18,80,3,0,30,75,0,0,64,7b,83,78,7c,70,3a,66,74,70,7f,7e,7d,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
1a,51,6d,0,27,51,aa,0,3f,51,0a,0,41,51,92,0,55,51,0a,0,9f,86,1,0,1,0,0,0,f8,34,0,0,36,50,32,14,20,0f,0,0,1e,7,1,0,0,1f,0,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,0,ff,ff,ff,0,0,0,0,0,0,0,0,0,ff,0,0,0,0,0,0,1,3,22,40,23,40,67,40,52,30,4f,30,7f,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,64,0,63,10,14,de,ff,0,64,10,0,0,0,0,30,75,50,c3,60,ea,73,30,ff,0,ff,ff,54,20,54,20,0,0,0,0,3,3,0,0,54,20,54,20,0,0,0,0,6,6,0,0,6d,20,6d,20,1e,1e,0,20,63,0c,1,3,10,0d,0,0,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0,0,17,80,17,80,17,80,17,80,17,80,17,80,17,80,0,0,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0,0,17,80,17,80,17,80,17,80,17,80,17,80,17,80,0,0,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0,0,17,80,17,80,17,80,17,80,17,80,17,80,17,80,0,0,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0,0,17,80,17,80,17,80,17,80,17,80,17,80,17,80,0,0,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0,0,17,80,17,80,17,80,17,80,17,80,17,80,17,80,0,0,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0,0,17,80,17,80,17,80,17,80,17,80,17,80,17,80,0,0,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0f,80,0,0,17,80,17,80,17,80,17,80,17,80,17,80,17,80,3,0,c8,af,0,0,5e,7c,74,76,70,3a,66,74,70,7f,7e,7d,0,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
0,0,22,0,5,0,34,1,2f,0,0a,0,31,0,29,6,2,1,0a,0,98,8,0,0,0a,0,0,0,58,2,0,0,0a,0,0,0,0c,0f,0,14,6,6,0,0,0,0,0,ff,ff,ff,0,0,0,0,0,ff,ff,ff,0,0,ff,ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,60,16,60,20,60,1f,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,10,15,14,0,0,0,0,0,0,0,0,64,0,8,0,0c,0,0,0,ff,0,ff,0,46,20,46,20,0,0,0,0,2,2,0,0,46,20,46,20,0,0,0,0,4,4,0,0,23,20,23,20,1,3,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,96,0,0,0,63,81,7e,82,0,3a,66,74,70,7f,7e,7d,0,0,0,5c,17,17,0,0,0,0,0,0,2,0,82,2,c8,3b,3,0,17,16,68,a3,3,0,0,0,63,0,2,0,82,2,dc,0a,17,16,0,0,63,0,68,a3,3,0,4,0,dc,0a,c8,3b
